BUKU 1,,,,,,,,,,,,,
,,,,,,,,,,,,,
Bab,Nota Perubahan,Kalimah Asal (Arab),Jamak/Mufrad,Terjemahan (BM),Terjemahan (BI),Nota BM,Nota English,Nota Nahu (Arab),Nota Nahu (BM),Nota Nahu (English),Nota Sarf (Arab),Nota Sarf (BM),Nota Sarf (English)
3,,جَمِيلٌ,جَمِيلُونَ (J. Mz. Salim),Cantik / Indah,Beautiful,,,صفة مفردة، مذكرة، معربة,Kalimah ini ialah sifat mufrad muzakkar dan bersifat mu‘rab.,A singular masculine adjective. It is declinable.,صفة مشبهة من جَمُلَ، على وزن فَعِيل. جمع المذكر السالم منه جَمِيلُونَ في حالة الرفع,Sifah musyabbahah daripada جَمُلَ pada wazan فَعِيل. Bentuk jamak muzakkar salim ketika marfu‘ ialah جَمِيلُونَ.,A qualitative adjective derived from جَمُلَ on the pattern فَعِيل. Its nominative sound masculine plural is جَمِيلُونَ.
3,Bentuk qiyasi قَرِيبُونَ ditambah; قُرَبَاءُ dikekalkan sebagai jamak taksir yang sah.,قَرِيبٌ,"قَرِيبُونَ (J. Mz. Salim) / قُرَبَاءُ (J. Taksir, Mamnu‘ Min Sarf)",Dekat,Near / Close,Bentuk قَرِيبُونَ jelas digunakan sebagai jamak sifat 'dekat'. Bentuk قُرَبَاءُ juga sah dan sering digunakan bagi orang yang dekat atau mempunyai hubungan rapat.,قَرِيبُونَ is the regular plural for the adjective 'near'. قُرَبَاءُ is also attested and is often used of people who are close or related.,صفة مفردة، مذكرة، معربة. قُرَبَاءُ ممنوع من الصرف لألف التأنيث الممدودة,Kalimah ini ialah sifat mufrad muzakkar dan bersifat mu‘rab. Bentuk قُرَبَاءُ ialah mamnu‘ min al-sarf kerana berakhir dengan alif ta’nith mamdudah.,A singular masculine adjective. It is declinable. The form قُرَبَاءُ is diptotic because it ends with alif al-taʾnīth al-mamdūdah.,صفة مشبهة من قَرُبَ، على وزن فَعِيل. من جموعه قَرِيبُونَ وقُرَبَاءُ,Sifah musyabbahah daripada قَرُبَ pada wazan فَعِيل. Antara jamaknya ialah قَرِيبُونَ dan قُرَبَاءُ.,A qualitative adjective derived from قَرُبَ on the pattern فَعِيل. Its plurals include قَرِيبُونَ and قُرَبَاءُ.
3,,بَعِيدٌ,بِعَادٌ (J. Taksir),Jauh,Far / Distant,,,صفة مفردة، مذكرة، معربة,Kalimah ini ialah sifat mufrad muzakkar dan bersifat mu‘rab.,A singular masculine adjective. It is declinable.,صفة مشبهة من بَعُدَ، على وزن فَعِيل. جمعه بِعَادٌ على وزن فِعَال,Sifah musyabbahah daripada بَعُدَ pada wazan فَعِيل. Jamaknya بِعَادٌ pada wazan فِعَال.,A qualitative adjective derived from بَعُدَ on the pattern فَعِيل. Its plural بِعَادٌ follows فِعَال.
3,,مَاءٌ,مِيَاهٌ (J. Taksir),Air,Water,Nama bagi bahan cecair dan digunakan sebagai isim jins.,A mass noun denoting water.,اسم جنس إفرادي، مذكر، معرب,Isim jins ifradi yang muzakkar dan bersifat mu‘rab.,An individual generic mass noun. It is masculine and declinable.,جمعه مِيَاهٌ، جمع تكسير,Jamaknya مِيَاهٌ ialah jamak taksir.,Its plural مِيَاهٌ is a broken plural.
3,,بَارِدٌ,"بَوَارِدُ (J. Taksir, Mamnu‘ Min Sarf)",Sejuk,Cold,,,صفة مفردة، مذكرة، معربة. جمعه بَوَارِدُ ممنوع من الصرف لصيغة منتهى الجموع,Kalimah ini ialah sifat mufrad muzakkar dan bersifat mu‘rab. Bentuk jamaknya بَوَارِدُ ialah mamnu‘ min al-sarf kerana berada pada sighah muntaha al-jumu‘.,A singular masculine adjective. It is declinable. Its plural بَوَارِدُ is diptotic because it follows ṣīghat muntahā al-jumūʿ.,صفة مشبهة من بَرَدَ، على وزن فَاعِل. جمعه بَوَارِدُ على وزن فَوَاعِل,Sifah musyabbahah daripada بَرَدَ pada wazan فَاعِل. Jamaknya بَوَارِدُ pada wazan فَوَاعِل.,A qualitative adjective derived from بَرَدَ on the pattern فَاعِل. Its plural بَوَارِدُ follows فَوَاعِل.
3,,ثَقِيلٌ,ثِقَالٌ (J. Taksir),Berat,Heavy,,,صفة مفردة، مذكرة، معربة,Kalimah ini ialah sifat mufrad muzakkar dan bersifat mu‘rab.,A singular masculine adjective. It is declinable.,صفة مشبهة من ثَقُلَ، على وزن فَعِيل. جمعه ثِقَالٌ على وزن فِعَال,Sifah musyabbahah daripada ثَقُلَ pada wazan فَعِيل. Jamaknya ثِقَالٌ pada wazan فِعَال.,A qualitative adjective derived from ثَقُلَ on the pattern فَعِيل. Its plural ثِقَالٌ follows فِعَال.
3,,وَرَقٌ,"أَوْرَاقٌ (J. Taksir, Ruj: Bab 18)",Kertas,Paper,Boleh merujuk bahan kertas secara umum. Satu helai kertas ialah وَرَقَةٌ.,It may refer to paper as a material. A single sheet is وَرَقَةٌ.,اسم جنس جمعي أو اسم جنس بحسب السياق، مذكر، معرب,Boleh berfungsi sebagai isim jins jam‘i atau isim bahan mengikut konteks. Kalimah ini muzakkar dan mu‘rab.,It may function as a collective or mass noun depending on context. It is masculine and declinable.,واحدته وَرَقَةٌ، وجمعه أَوْرَاقٌ على وزن أَفْعَال,Satu unitnya ialah وَرَقَةٌ. Jamaknya أَوْرَاقٌ pada wazan أَفْعَال.,Its unit noun is وَرَقَةٌ. Its plural أَوْرَاقٌ follows the pattern أَفْعَال.
3,,خَفِيفٌ,خِفَافٌ (J. Taksir),Ringan,Light,,,صفة مفردة، مذكرة، معربة,Kalimah ini ialah sifat mufrad muzakkar dan bersifat mu‘rab.,A singular masculine adjective. It is declinable.,صفة مشبهة من خَفَّ، على وزن فَعِيل، والفعل مضعف. جمعه خِفَافٌ على وزن فِعَال,Sifah musyabbahah daripada خَفَّ pada wazan فَعِيل; kata kerjanya muda‘af. Jamaknya خِفَافٌ pada wazan فِعَال.,A qualitative adjective derived from خَفَّ on the pattern فَعِيل; the verb is doubled. Its plural خِفَافٌ follows فِعَال.
3,,نَظِيفٌ,"نُظَفَاءُ (J. Taksir, Mamnu‘ Min Sarf)",Bersih,Clean,,,صفة مفردة، مذكرة، معربة. جمعه نُظَفَاءُ ممنوع من الصرف لألف التأنيث الممدودة,Kalimah ini ialah sifat mufrad muzakkar dan bersifat mu‘rab. Bentuk jamaknya نُظَفَاءُ ialah mamnu‘ min al-sarf kerana berakhir dengan alif ta’nith mamdudah.,A singular masculine adjective. It is declinable. Its plural نُظَفَاءُ is diptotic because it ends with alif al-taʾnīth al-mamdūdah.,صفة مشبهة من نَظُفَ، على وزن فَعِيل. جمعه نُظَفَاءُ على وزن فُعَلَاء,Sifah musyabbahah daripada نَظُفَ pada wazan فَعِيل. Jamaknya نُظَفَاءُ pada wazan فُعَلَاء.,A qualitative adjective derived from نَظُفَ on the pattern فَعِيل. Its plural نُظَفَاءُ follows فُعَلَاء.
3,,حَارٌّ,,Panas,Hot,"Apabila menerangkan jamak bukan manusia, sifat ini lazimnya digunakan dalam bentuk muannath mufrad: حَارَّةٌ.","With a non-human plural noun, this adjective normally appears in the feminine singular form: حَارَّةٌ.",صفة مفردة، مذكرة، معربة,Kalimah ini ialah sifat mufrad muzakkar dan bersifat mu‘rab.,A singular masculine adjective. It is declinable.,صفة مشبهة من حَرَّ، والفعل مضعف,Sifah musyabbahah daripada حَرَّ; kata kerjanya muda‘af,A qualitative adjective derived from حَرَّ; the verb is doubled
3,,مُهَنْدِسٌ,"مُهَنْدِسُونَ (J. Mz. Salim, Ruj: Bab 13)",Jurutera,Engineer,Bentuk muannathnya ialah مُهَنْدِسَةٌ.,Its feminine form is مُهَنْدِسَةٌ.,اسم مفرد، مذكر، معرب,Kalimah ini ialah isim mufrad muzakkar dan bersifat mu‘rab.,A singular masculine noun. It is declinable.,اسم فاعل من هَنْدَسَ، على وزن مُفَعْلِل. الفعل رباعي مجرد. جمعه مُهَنْدِسُونَ جمع مذكر سالم في حالة الرفع,Isim fa‘il daripada هَنْدَسَ pada wazan مُفَعْلِل. Kata kerjanya fi‘il ruba‘i mujarrad. Jamaknya مُهَنْدِسُونَ ialah jamak muzakkar salim ketika marfu‘.,An active participle derived from the basic quadriliteral verb هَنْدَسَ on the pattern مُفَعْلِل. Its nominative sound masculine plural is مُهَنْدِسُونَ.
3,,مُغْلَقٌ,مُغْلَقُونَ (J. Mz. Salim),Tertutup,Closed,"Apabila menerangkan jamak bukan manusia, sifat ini lazimnya digunakan dalam bentuk muannath mufrad: مُغْلَقَةٌ.","With a non-human plural noun, this adjective normally appears in the feminine singular form: مُغْلَقَةٌ.",صفة مفردة، مذكرة، معربة,Kalimah ini ialah sifat mufrad muzakkar dan bersifat mu‘rab.,A singular masculine adjective. It is declinable.,اسم مفعول من أَغْلَقَ، على وزن مُفْعَل. الفعل ثلاثي مزيد بحرف على وزن أَفْعَلَ,Isim maf‘ul daripada أَغْلَقَ pada wazan مُفْعَل. Kata kerjanya fi‘il thulathi mazid satu huruf pada wazan أَفْعَلَ.,A passive participle derived from أَغْلَقَ on the pattern مُفْعَل. The verb is a form-IV augmented triliteral.
3,,مَرِيضٌ,"مَرْضَى (J. Taksir, Mamnu‘ Min Sarf)",Sakit,Sick / Ill,,,صفة مفردة، مذكرة، معربة. جمعه مَرْضَى ممنوع من الصرف لألف التأنيث المقصورة,Kalimah ini ialah sifat mufrad muzakkar dan bersifat mu‘rab. Bentuk jamaknya مَرْضَى ialah mamnu‘ min al-sarf kerana berakhir dengan alif ta’nith maqsurah.,A singular masculine adjective. It is declinable. Its plural مَرْضَى is diptotic because it ends with alif al-taʾnīth al-maqṣūrah.,صفة مشبهة من مَرِضَ، على وزن فَعِيل. جمعه مَرْضَى على وزن فَعْلَى,Sifah musyabbahah daripada مَرِضَ pada wazan فَعِيل. Jamaknya مَرْضَى pada wazan فَعْلَى.,A qualitative adjective derived from مَرِضَ on the pattern فَعِيل. Its plural مَرْضَى follows فَعْلَى.
3,,غَنِيٌّ,"أَغْنِيَاءُ (J. Taksir, Mamnu‘ Min Sarf, Ruj: Bab 13)",Kaya,Rich / Wealthy,,,صفة مفردة، مذكرة، معربة. جمعه أَغْنِيَاءُ ممنوع من الصرف لألف التأنيث الممدودة,Kalimah ini ialah sifat mufrad muzakkar dan bersifat mu‘rab. Bentuk jamaknya أَغْنِيَاءُ ialah mamnu‘ min al-sarf kerana berakhir dengan alif ta’nith mamdudah.,A singular masculine adjective. It is declinable. Its plural أَغْنِيَاءُ is diptotic because it ends with alif al-taʾnīth al-mamdūdah.,صفة مشبهة من غَنِيَ، على وزن فَعِيل، والفعل ناقص يائي. جمعه أَغْنِيَاءُ على وزن أَفْعِلَاء,Sifah musyabbahah daripada غَنِيَ pada wazan فَعِيل; kata kerjanya naqis ya’i. Jamaknya أَغْنِيَاءُ pada wazan أَفْعِلَاء.,A qualitative adjective derived from غَنِيَ on the pattern فَعِيل; the verb is yāʾ-final defective. Its plural أَغْنِيَاءُ follows أَفْعِلَاء.
3,,فَقِيرٌ,"فُقَرَاءُ (J. Taksir, Mamnu‘ Min Sarf, Ruj: Bab 13)",Miskin,Poor,,,صفة مفردة، مذكرة، معربة. جمعه فُقَرَاءُ ممنوع من الصرف لألف التأنيث الممدودة,Kalimah ini ialah sifat mufrad muzakkar dan bersifat mu‘rab. Bentuk jamaknya فُقَرَاءُ ialah mamnu‘ min al-sarf kerana berakhir dengan alif ta’nith mamdudah.,A singular masculine adjective. It is declinable. Its plural فُقَرَاءُ is diptotic because it ends with alif al-taʾnīth al-mamdūdah.,صفة مشبهة من فَقُرَ، على وزن فَعِيل. جمعه فُقَرَاءُ على وزن فُعَلَاء,Sifah musyabbahah daripada فَقُرَ pada wazan فَعِيل. Jamaknya فُقَرَاءُ pada wazan فُعَلَاء.,A qualitative adjective derived from فَقُرَ on the pattern فَعِيل. Its plural فُقَرَاءُ follows فُعَلَاء.
3,,دَفْتَرٌ,"دَفَاتِرُ (J. Taksir, Mamnu‘ Min Sarf, Ruj: Bab 16)",Buku nota,Notebook,,,اسم مفرد، مذكر، معرب. جمعه دَفَاتِرُ ممنوع من الصرف لصيغة منتهى الجموع,Kalimah ini ialah isim mufrad muzakkar dan bersifat mu‘rab. Bentuk jamaknya دَفَاتِرُ ialah mamnu‘ min al-sarf kerana berada pada sighah muntaha al-jumu‘.,A singular masculine noun. It is declinable. Its plural دَفَاتِرُ is diptotic because it follows ṣīghat muntahā al-jumūʿ.,جمعه دَفَاتِرُ، جمع تكسير على وزن فَعَاعِل,Jamaknya دَفَاتِرُ ialah jamak taksir pada wazan فَعَاعِل.,Its plural دَفَاتِرُ is a broken plural on the pattern فَعَاعِل.
3,,حُلْوٌ,حُلْوُونَ (J. Mz. Salim),Manis,Sweet,,,صفة مفردة، مذكرة، معربة,Kalimah ini ialah sifat mufrad muzakkar dan bersifat mu‘rab.,A singular masculine adjective. It is declinable.,صفة مشبهة من حَلَا يَحْلُو، على وزن فُعْل، والفعل ناقص واوي. جمع المذكر السالم منه حُلْوُونَ,Sifah musyabbahah daripada حَلَا يَحْلُو pada wazan فُعْل; kata kerjanya naqis wawi. Bentuk jamak muzakkar salimnya ialah حُلْوُونَ.,A qualitative adjective derived from حَلَا يَحْلُو on the pattern فُعْل; the verb is wāw-final defective. Its sound masculine plural is حُلْوُونَ.
3,,دُكَّانٌ,"دَكَاكِينُ (J. Taksir, Mamnu‘ Min Sarf)",Kedai,Shop,,,اسم مفرد، مذكر، معرب. جمعه دَكَاكِينُ ممنوع من الصرف لصيغة منتهى الجموع,Kalimah ini ialah isim mufrad muzakkar dan bersifat mu‘rab. Bentuk jamaknya دَكَاكِينُ ialah mamnu‘ min al-sarf kerana berada pada sighah muntaha al-jumu‘.,A singular masculine noun. It is declinable. Its plural دَكَاكِينُ is diptotic because it follows ṣīghat muntahā al-jumūʿ.,جمعه دَكَاكِينُ، جمع تكسير على وزن فَعَالِيل,Jamaknya دَكَاكِينُ ialah jamak taksir pada wazan فَعَالِيل.,Its plural دَكَاكِينُ is a broken plural on the pattern فَعَالِيل.
3,,تُفَّاحٌ,تُفَّاحَةٌ (Mufrad),Epal,Apple / Apples,تُفَّاحٌ ialah isim jins jam‘i yang merujuk jenis buah epal secara umum. Satu biji epal ialah تُفَّاحَةٌ,تُفَّاحٌ is a collective generic noun referring to apples as a class. One apple is تُفَّاحَةٌ,اسم جنس جمعي، مذكر، معرب,Isim jins jam‘i yang muzakkar dan bersifat mu‘rab.,A masculine collective generic noun. It is declinable.,واحدته تُفَّاحَةٌ، وقد ورد جمعه تَفَافِيحُ على وزن فَعَالِيل,Mufrad unitnya ialah تُفَّاحَةٌ. Bentuk jamak تَفَافِيحُ direkodkan pada wazan فَعَالِيل.,Its unit noun is تُفَّاحَةٌ. The attested plural تَفَافِيحُ follows the pattern فَعَالِيل.
3,,لَذِيذٌ,لَذِيذُونَ (J. Mz. Salim),Sedap,Delicious / Tasty,,,صفة مفردة، مذكرة، معربة,Kalimah ini ialah sifat mufrad muzakkar dan bersifat mu‘rab.,A singular masculine adjective. It is declinable.,صفة مشبهة من لَذَّ، على وزن فَعِيل، والفعل مضعف. جمع المذكر السالم منه لَذِيذُونَ,Sifah musyabbahah daripada لَذَّ pada wazan فَعِيل; kata kerjanya muda‘af. Bentuk jamak muzakkar salimnya ialah لَذِيذُونَ.,A qualitative adjective derived from لَذَّ on the pattern فَعِيل; the verb is doubled. Its sound masculine plural is لَذِيذُونَ.
3,,طَوِيلٌ,"طِوَالٌ (J. Taksir, Ruj: Bab 13)",Panjang / Tinggi,Long / Tall,,,صفة مفردة، مذكرة، معربة,Kalimah ini ialah sifat mufrad muzakkar dan bersifat mu‘rab.,A singular masculine adjective. It is declinable.,صفة مشبهة من طَالَ، على وزن فَعِيل، والفعل أجوف واوي. جمعه طِوَالٌ على وزن فِعَال,Sifah musyabbahah daripada طَالَ pada wazan فَعِيل; kata kerjanya ajwaf wawi. Jamaknya طِوَالٌ pada wazan فِعَال.,A qualitative adjective derived from طَالَ on the pattern فَعِيل; the verb is wāw-medial hollow. Its plural طِوَالٌ follows فِعَال.
